Price,Close,High,Low,Open,Volume
Ticker,DRREDDY.NS,DRREDDY.NS,DRREDDY.NS,DRREDDY.NS,DRREDDY.NS
Date,,,,,
2015-01-01,597.1715087890625,601.7286729125757,595.9624826229642,600.7986440518144,378210
2015-01-02,599.198974609375,603.1515969572523,598.008510514136,598.9385393018719,430070
2015-01-05,585.6204223632812,599.1988744532568,584.2439981521263,599.1988744532568,1468825
2015-01-06,570.2100219726562,582.1981084685871,568.2476745595953,582.1981084685871,1956675
2015-01-07,565.3087158203125,572.5350008054049,559.8773227955714,571.9863156160072,1597185
2015-01-08,570.3494873046875,575.5111359396226,565.643543712491,569.1776419008143,1394180
2015-01-09,588.4850463867188,589.6382730434816,574.981009729047,575.6878407159544,2968190
2015-01-12,596.5670166015625,597.8225328420514,581.5749560953909,586.4761695302642,1671110
2015-01-13,599.5617065429688,602.2866843694835,593.3584297622302,597.0785453093288,2453370
2015-01-14,596.7530517578125,599.5338290183116,593.544440778599,596.1485102818527,1656545
2015-01-15,602.7610473632812,605.253518130112,595.9532286578502,600.1662870357267,2218360
2015-01-16,611.1776733398438,612.888951230107,601.0310845712544,603.0306691057823,2110020
2015-01-19,618.2644653320312,619.3990730236703,608.1829299178735,610.0987866419335,1243345
2015-01-20,614.9722290039062,621.6312669390829,612.3960310868484,621.6312669390829,1488550
2015-01-21,620.4872436523438,622.9146617463589,604.890700657383,609.6338244115565,2155780
2015-01-22,625.2118530273438,625.9093746186721,619.4177918400007,619.4177918400007,1228990
2015-01-23,623.0448608398438,630.5130191474641,620.3291927118235,630.5130191474641,2207395
2015-01-27,597.52490234375,618.4412415714755,594.3535290214338,618.4412415714755,2061520
2015-01-28,602.4818725585938,603.5886089503595,590.0287750000801,598.9384655840239,1248555
2015-01-29,625.5932006835938,628.6995221153774,597.1436490670905,601.5426674995139,7008190
2015-01-30,601.4031372070312,627.3695250195877,595.4044401840981,626.8394017998032,3163790
2015-02-02,583.8908081054688,592.2424502823674,583.1467962653526,591.4519483455811,1931265
2015-02-03,574.2276000976562,580.151878237959,571.9490184826677,576.9898147900394,2612865
2015-02-04,576.0411987304688,581.5004628287446,573.827725814211,577.5478407303485,1074225
2015-02-05,571.4189453125,575.6878022961919,569.4007987978503,574.3857393267369,2110710
2015-02-06,566.2572631835938,579.7799168711402,563.5973947132002,571.9676530505249,1222480
2015-02-09,576.4505615234375,579.0267599283798,559.319443833883,564.1555490539487,1760745
2015-02-10,582.291015625,585.0811020568676,571.9677185328711,578.6732466926632,1694925
2015-02-11,586.3645629882812,591.6657387120827,581.0726966351626,584.1139090967844,1164455
2015-02-12,619.6223754882812,621.8451579324808,593.7954576785954,594.2884001870337,2286200
2015-02-13,621.9938354492188,626.6532880309554,617.7250357677733,624.9792478271643,1055275
2015-02-16,623.3517456054688,632.9403393769534,620.915074915761,623.4912726183584,749685
